"Yeah. Okay, so study design.",
Describe your study design. The key is to be as detailed as necessary given the specific parameters of the design.,
"There may be some overlap between this question and the following questions. That is okay, as long as sufficient detail is given.",Questioning
Did we discard all the rest of the... There are multiple...,"Confusion, Options"
For the blinding ones.,
There are mark all that apply.,
I didn't read all of them. Sorry.,
No blindings involved in studies.,Blinding
"For studies not involve human subjects, they will not know the treatment group.",
There are no treatment groups.,"Frustration, Rote"
It's just observation.,"Frustration, Rote"
Personnel who interact directly with the study subjects will not be aware of the assigned treatments.,
There are no assigned treatments.,"Frustration, Rote"
It's observational.,"Frustration, Rote"
Personnel who analyzed the data collected from the study are not aware of the treatment applied to any group.,
There is no treatment.,"Frustration, Rote"
"So it's no, no, no.","Frustration, Rote"
Yeah.,
Cool.,
So it says there's going to be data in following questions.,
And I'm just kind of half tempted to have a quick flick through what the following questions are.,Boredom
"So in sampling plan, it's going to be an explanation of what data we've already got,",Consideration
"which we haven't got any data collection procedures, which is.","Consideration,Confidence"
we are going to screen record and analyze transcripts using thematic analysis.,"Consideration,Confidence"
"Are we, because you are taking a non-linear road at the moment,","Confusion,Questioning"
"are we going to say that in order to probably understand the process,","Confusion,Meta"
we actually didn't follow the linear direction that they proposed to...,"Meta,Confusion"
"There's a back button, right?",Questioning
Yeah.,
"Yeah, okay, anyone can go back and follow, yeah.",
"Yeah. And we're academics, right? We're herdless cats and we will do things in whatever order we think best.",Humor
"I want to point out on the sampling plan, there is no box at the top that we can tick.",Frustration
Because the registration is not prior to the creation of the data. It is creation of data itself.,"Meta,Confusion"
Mm.,
It's fine.,Frustration
You must select a value.,
Hmm.,
it's fine,Frustration
we're starting the registration,
prior to the creation prior to the creation of the data,
well okay I'll just,
point out I won't run,
I'll pretend I haven't run the,Confusion
transcription until we,
I mean that's going to be a lie,"Frustration,Humor,Confusion"
we'll transcribe it as soon as I get it but,"Frustration,Humor,Confusion"
I won't look at it,"Frustration,Humor,Confusion"
I won't look at it other than to check,"Frustration,Humor,Confusion"
that it hasn't gone mad,"Frustration,Humor,Confusion"
yeah,
yeah that's fine,
that's the most similar answer well no actually no it's registration prior to analysis of data,Confusion
but it assumes that you have created the data I assume I assume it's linear in the sense,"Meta,Confusion"
but we will by the time we register we will have created the date we will have created some of,"Meta,Confusion"
the data we won't have analyzed it but we won't have analyzed it but it will be created by then,"Meta,Confusion"
yeah it's just we're filling in the form as we create the data which is okay well let's do we'll,Confidence
Let's do this bit here then since we're thinking about it.,Pragmatism
"So on the design plan you also already had produced that, right?",Recollection
"So you had the whole methodology of processing and study design, which was this, what do you call it?",Recollection
"Auto-ethnographic, thematic analysis.",Fancy
There was a...,
"Yeah, that's the one.",
There was a whole book that you said you should read.,Meta
"Well, no one.",
reading the book but you can read the 12-page paper version of it let's let's,Pragmatism
stick with this bit here because if we can get the other stuff done so what is,Pragmatism
going to be the existing data we already have the existing data will be,Pragmatism
screen recordings and meeting minutes screen and audio recording a screen and audio,"Confidence,Pragmatism"
and transcriptions.,
"That's processing or I do, right?",
Any transcriptions?,
I...,
Whatever.,
"Well, no, because I'm going to transcribe them before I analyze them.",Confusion
Correct now.,
Just because time.,
A meeting minutes of us attempting to pre-register this study.,Meta
"We cannot... We cannot... So it says, please describe steps you've taken to assure that you are unaware of patterns or summary statistics in the data. We can't do that because the point of filling in the data is...","Confusion,Meta"
has been limited because we cannot be aware of passions or summary statistics in the data.,"Confusion,Meta"
which is always a bit dodgy down here.,
You never know if someone trying to poison.,Humor
"Oh, okay, then yeah.",
But I get to eat one.,
We are collecting the data as we attempt.,
We are pre-recording audio in here and we've got the roombook for a meeting so I go hide.,Interruption
You can use it but be aware that you might be recorded.,Interoption
You're out here.,
"I mean, with online, it's up to you.",
As we attempt to register the study to begin.,
"To begin with, this research is auto-ethno-ethnic. This research is auto-ethno-ethno-eater.",
"graphic, no. Explanation of how the data access to the data has been limited. The data doesn't",Questioning
"exist yet. I think you've answered that, right? This may include an explanation, but you've",Confusion
"cleared off all the need. Yeah. It's saying the data doesn't exist, but it's not being created",Data
before the registration. It does not exist prior to registration.,Data
part of the data,
well yeah,
well the data as a whole,Data
if we say part of the data then I think we have to start,Laziness
answering some of the other ones,Laziness
and I,
this is already measure as hell,"Meta,Humor"
then we can say,
registration prior to the creation of data,
the data does not exist prior to the registration,
registration prior to creation of the data,
well no but we are creating the data,
"Yes, the data does not exist prior to the...",
"Oh, during the resistance, yes.",
"Yeah, yeah, yeah, yeah.",Realization
"So as we go through the process of registering, then we create data.","Reasoning,Realization"
So it must be.,Acceptance
describe the process by which you will collect your data,
so the process is screen and audio recording recording of and fortnightly meetings,Confidence
of study organizers.,
Organising the study.,
Who are organizing the study?,
I hope that awaits,
proper pre-registration.,
Recruitment is limited to those.,
who are running the study as it is autoethnographic.,Confidence
I like that word. I don't know why.,"Meta,Humor"
I want to put it everywhere.,"Meta,Humor"
"You may include the meeting minutes in meetings of screen,",
audio recording for the meetings.,
We are involving human subjects.,Subjects
"Oh well no, we're not out.","Confusion,Subjects"
Three.,
"Well, it's five notionally because the minutes include in or in a vase, even if they haven't been here.",Sarcasm
So the sample sizes the number of academics assigned to the number of academics assigned to the world.,Subjects
to the working group currently five.,
Though not all at end.,
How many birds?,
"Hey, we're recording in here.",Interruption
"Oh, if you're just going through, that's fine.",Interruption
"But yeah, that's fine.",
And the reason we're doing that number of people is the arbitrary constraint of the working group side.,
When are we going to stop collecting data?,"Collection,Questioning"
then...,
We were completed this poem.,
"It's delightfully matter this, isn't it? It's just...","Meta,Humor"
When we have completed the study.,
Yeah.,
"And produce guidelines, I guess.","Reasoning,Realization"
If all of these is about the pre-registration.,
"No, no, this is about data collection only, right?",Confusion
Yeah.,
So this is once we've completed pre-registration.,
"Well, we'll still be collecting the minutes, though, from the sessions.",Meta
But...,Confusion
But...,Confusion
Because the pre-registration is for how to we come up.,
But then the previous answer to...,
We've collected all...,
We're pre-adgestering before analysis.,Reasoning
We'll be doing the analysis as part of the study.,
You have to include...,
study you have to include in that whatever happens after the pre-registration.,
"Oh, it's too much. It is, isn't it? I think we're right that it's registration prior to the analysis of data.","Confusion,Meta"
or is it it can't be prior to any human observation of the data?,Confusion
Oh it's fine it's still prior to the analysis of the data because the when we stop.,Reasoning
Well because that assumes data has been collected already.,Reasoning
Right whereas we're yeah there's part data right there's part data right there's there's,Reasoning
is just part of it that will be still being produced but that's fine yeah the fight that is still,Reasoning
being produced is less for risk to the values of the study yeah and i think so long as we're,Reasoning
clear that we're analyzing the process of it we're not being deceitful in any way about how we're trying,Reasoning
to analyze or collect the data you can demonstrate that by leaving the shitted jokes in the recording,Reasoning
yes yes so if anyone's got any really filthy jokes and absolutely now because,Humor
"as part of the scientific record, we should probably have ourselves cancelled.",Humor
"When a vase turns back up, as the person who vaguely understands what we're doing,","Meta,Curiosity"
I'm going to be really interested to see what he says about all this.,"Meta,Curiosity"
"Because I think, okay, part of this is us muddling through,","Confusion,Process,Meta"
"and we haven't done this process before, and so we're not familiar with it.","Confusion,Process,Meta"
And part of it is this is kind of wacky.,"Confusion,Process,Meta,Humor"
"anyway. But I think I could, if it was normally doing this just with a normal user study,","Meta,Experience,Usability"
I could absolutely do this because I know I would be doing registration prior to the creation of,"Meta,Experience,Usability"
"data, then I'll be going through ethics, then I'd be going through and running the study,","Meta,Experience,Usability"
and I could say how I was going to analyse it and what I expected to see. It's just because,"Meta,Experience,Usability"
"this is horrifically matter that it's so confusing. And so long as we're honest about that,","Meta,Experience,Usability,Confusion"
"that we are confused. I mean, it comes back to the first hypothesis, right? We don't know what we're doing.","Meta,Experience,Usability,Confusion"
"It also becomes a confounded variable, right? We don't have been easier to do. We still not know","Meta,Experience,Usability,Reasoning"
what we're doing if it was a different study. Yeah. Shall we try looking at the variable section next?,
Yeah. How was the design plan? What was missing there? We had to give the method.,
and we should do randomize.,
"Oh, we can answer the randomization.",Confidence
That's easy.,"Confidence,Meta"
We are not randomizing anything ourselves.,
We are already too confused.,Humor
"It's a good job we take science seriously here, isn't it?",Sarcasm
"I mean, so are we need.",
"manipulating any variables. This is not applicable to any observational study, this is an observational study.",Reasoning
And it's not applicable anymore.,Reasoning
"Yeah, it's not.",Confidence
So just that it's more...,
Measureed variables.,
"So this is where I was suggesting that at the end, we will be producing something that we'll put in front of the school,","Meta,Point"
and having them come back.,"Meta,Point"
But that is not yet included in this period registration.,"Meta,Point"
No.,Confidence
Is it?,Confusion
No.,
"No, we will need to write a new one.",
"Yes, because you can't produce that until we've completed the study, in which case that becomes then our paper findings.","Meta,Point,Process"
"This is why I was hoping that always had done, I met a thing, knowing what he's doing,","Meta,Point,Process"
"done the pre-registration of the entire study, including the measurement of our outputs, so that this can be a substanti.","Meta,Point,Process"
a sub-study of that. But it doesn't matter. I think I only want to go through this meta process,"Frustration,Meta"
"once. His wouldn't be better. But anyway, just go through the measured variables. I don't think","Frustration,Meta"
we are measuring anything. It's quantitative. There are no measured variables.,Confidence
this is a qualitative...,Confidence
"Well, I believe there is a boolean...",Reasoning
We succeeded or not on the process of producing these...,
...per registration.,
"We succeed by default, right?",Reasoning
Which is a variable...,
Sorry?,Confusion
We succeed by default.,Reasoning
"If we don't succeed it, we don't manage to pre-register the study.",
Yeah?,
But is it still a viable or not?,
"Well, it's not because by the time we get to measuring it,","Meta,Reasoning"
it's because it is true.,"Meta,Reasoning"
Yeah.,
What happens if we don't finish the pre-registration?,"Meta,Reasoning"
"Well, then we don't pre-register the study, do we?","Meta,Reasoning"
But there's no study.,"Meta,Reasoning"
To pre-register?,"Meta,Reasoning,Confusion"
"I mean, there is a study.","Meta,Reasoning"
"There is no pre-registration, successful pre-registration,","Meta,Reasoning"
but the study exists even if we...,"Meta,Reasoning"
"we don't pre-resist it. The study exists. The study may exist, but there'll be no pre-registration of it.","Meta,Reasoning"
"Yeah, that's correct, yeah. But there is still a variable that we succeeded or not.","Meta,Answering"
"If we don't succeed the pre-registration, we still have run the experiment.","Meta,Answering"
"Yes. But that forum is nowhere if we, like, okay.","Meta,Confusion"
It's meaningless but we should still...,"Meta,Confusion"
Beyond the...,
"Yeah, I know it's meaningless, but what I mean.","Meta,Confusion,Reasoning"
Not of being able to pre-register a study.,
To begin with.,
Sometimes I think this would be easier if we were blind drunk.,"Humor,Quote"
maybe that can be the next thing.,Humor
"It can be a treatment, we apply.",Humor
I can have alcohol.,Humor
You two can't because I need it all,Humor
because this is really confusing me.,"Confusion,Humor"
It's a treatment.,
We can now.,
"No, that means more paperwork.",
Everyone gets beer.,Humor
We reply beer to everyone.,Humor
It's good.,
"Ooh, some of it can be non-alcoholic and we don't tell.",Humor
But we have to add some bitterness.,"Humor,"
"Yeah. He's got bitterness, who's got the placebo, which is just beer water.",Humor
into an index or even a mean and what measures will be included?,
This is not we're using.,
We are using thematic analysis and no quantitative,
if measures will be taken.,
"I mean, is the thematic analysis producing, like, are the themes, can they be construed as an index, the themes that you end up with?",Confusion
"So at least, what do we mean by an index?",Confusion
"Well, it's a single value that represents the characteristics of the data.",Reasoning
"In which case, no, but if we're talking about the index as being.",Reasoning
like the index of a book and when were certain topics addressed then it is an index into the thing but I don't think in the terms of the way it means indexes that's what it's talking about I think we've done variables should we go on to analysis plan yes we are not using any statistical models because we are reporting our experiences of,Reasoning
doing this process.,
Right?,
Okay.,
I'm going on the bus this morning. It was just awful.,
We will require a coding scheme for categorical variables.,Reasoning
is they're not our coding scheme will emerge from our analysis of the data.,Reasoning
"I'm not sure about the transcription of the video, an audio recordings. Oh good point actually.",Reasoning
Yeah. Yeah. Yeah. Well shall I just say we intend to you well we have been using,Confidence
the whisper models for...,
"I mean, you just said it, so you should record it for them.",
Yeah.,
The Open AI whisper models for transcribing audio.,
through whisper. CPP.P.,
"Thinking back about variables, there's another variable.",Variables
"Oh, good.",
Which we assume.,
Okay.,
Which is how much we know what we're doing.,
So is that measured or manipulated?,
I think it's measured.,
"Measured and manipulated, because as we go, we have so increased it.",
But that's fine.,
"Right, so you mentioned that.",
you would be comfortable doing that in a non-metta study.,
"I would not, for example. I really have absolutely no clue what we're doing.",
So do we want to... But we are not measuring it and we kind of started without measuring it.,
How would we measure it other than self-reported?,
"Yeah, self-reported, I guess. Okay.",
"Like, you have a measure, which is I would know what I was doing if it wasn't so netter.",
"I've got another metric, which is I have absolutely, like, I would not be able to do this, even in a non-metter.",
So I don't understand what you mean because you have been through the process and you didn't find any barriers not doing the process.,
I absolutely have no clue.,
Just be aware we're recording in here.,
"So that's fine if you want to come through, but just be aware.",
I'm recording audio.,
"So, as you know, I do have a plan to do a study with human beings, which is very unusual, where I'm collecting data, which is also very unusual.",
"And going through this now, I find it hard, and it is not helping me going through it for that.",
I still won't know how I would do this.,
for that study.,
You are seeing the type of questions,
that you may need to consider later.,
"Yeah, but it's still not telling me,",
it's still not telling me how I would do this.,
I would still have no clue,
what I'm meant to do with those questions.,
"I can think around them,",
but I don't know that the answers I'm giving,
are the ones that are expected,
for that kind of that kind of task.,
"So in that sense,",
"I think I know less than,",
"than what Joe does. Yeah, but what I'm doing. Whereas I don't understand these quantitative",
"measures really that well, at least vaguely get, I get the method for, you know, Quol. I don't",
"really get quant, but that's just my own thing. And you presumably get that quite well. In my case,",
"the things that I never went through this process, but I have run studies on data analysis and",
collected participants information and went through similar processes of collecting this type of,
"information and analyzing, running statistical analysis on the methods that I apply in that data.",
"Then it's not like I am familiar with this particular case, but I am familiarized with the collection of data and all of this.",
But not with this process.,
Yeah.,
"So, okay.",
"So I guess then the question, if we did want to collect this stuff and let's collect it here and now, since we are collecting it here and now,",
"if we put this on a, say, a five point lichord scale, where five represents, I am extremely confident that I know what we're doing in this process,",
"and one represents, I have no confidence in what I'm doing.",
"So I think, yeah, so I understand the questions.",
I don't know what answers are expected.,
Yes.,
Was it the worst possible point of confusion?,
"So, I mean, in a weird way, I think I'd probably say, I understand the questions.",
"I know what makes sense to me as answers, but I have no idea whether they are what's expected either.",
"and equally, whereas you may say, well, I'm about a one and this, I'd say I'm probably about a four on this.",
Right. I understand the questions. I understand what it's asking and why it's asking them.,
"I just have no idea whether I'm answering them in a useful way, which I think is possibly why there's humour,",
"or at least bad academic attempt at it, sneaking into this stuff, because when it's so hard to work out what you're actually talking about, it's...",
"what about you? Where do you think you'd be on that, like at scale?",
"Yeah, I'm in the lower scale, but I wouldn't say one, maybe. But even if I am not familiar with this process, I may say two. But anyway, I agree with you that I don't know what is the expected type of answers. And maybe that's actually a really good point on, well, it takes the short example.",
I'm not sure if I have seen that everywhere else.,
"Yeah, show example.",
"It shows, it probably has examples of what you should expect to write in, I'm not sure if in all of the fields.",
"I mean, it goes back to the old API design guidance, right?",
You always expect show examples as being a good way to explain what it is that you're doing.,
And for that there are no examples here.,
It doesn't make it exactly.,
But there are.,
"Yeah, that's what I see.",
"Well, there are, aren't there?",
We've been ignoring.,
But did they miss that everywhere else?,
"Yeah, yeah, it's open in the previous box.",
There's a show example.,
"Yeah, yeah, I see it here.",
I don't know if in the previous one.,
"Yeah, yeah, all of them have it.",
This is wonderful.,
Look at that.,
We're discovering stuff.,
"Okay, that's, that's really useful.",
Okay.,
I need to an example.,
"No, but it tells you exactly what you need to.",
"So, okay, so if we go for the measured variable one,",
"single-asker will be the perceived taste and spruly. No, so we're measuring",
our confidence in the pre-registration process.,
"on a 1 to 5, oh sorry, wrong dash.",
"Like it, that I can type the N-Dash on a Mac keyboard,",
so something about me that is deeply uncomfortable.,
"5 scale, where 1 is I have no confidence.",
Yes.,
"Yeah, I will in a sec.",
And,
5 is,
I am overconfident?,
"No, um, utterly confident.",
Put some quotes in.,
"Well, I mean, ideally I'd be using Emacs, right?",
"Does ControlE work on this? Oh, it does.",
"Hey, look, control A, controlling.",
"You need to open the brackets somewhere, the parentage.",
Just before the where.,
"You mean syntax, Sarah?",
"Okay, so are there any other measured things?",
We are measuring our process of completing this paperwork?,
Are we really measured?,
We are measuring the process.,
I don't know what measure we're using.,
"Yes, it will be the analysis, what do you mean?",
And the...,
Yes.,
"This is the point, right? This is pre-registering the analysis only.",
So we will be measuring some form of the process itself.,
We are measuring the process of collecting the data of filling in.,
Proofing description.,
"And plan as textual transcription transcripts, we do not know.",
"Oh, oh, God.",
"Oh, that works.",
Command Z.,
"Oh, no.",
"Okay, so some of the Emacs commands work.",
Some of them don't.,
"Yeah, I wouldn't expect that what web browser is this one?",
"It's Edge, which is, of course, the one that we are required to use as part of the",
University of Bristol.,
Not in my Linux machine?,
"In your Linux machine, absolutely.",
"Linnit Edge is the only supported browser by the University of Bristol, I believe.",
I've installed it specially for the study.,
"Well, I'd say read is a strong word.",
I know I'm being recorded.,
Hello.,
"Hello, SLO.",
"I love you a lot, even though I think you're nuts sometimes.",
But that is of no surprise to him.,
I believe he says the record stands that I am a troll and I'm tolerated on the grounds that I sometimes do reasonable work.,
I'm filling in the registered as free textual transcripts and I guess there's also a...,
Which will be analyzed.,
And we don't know what the outcome measured looks like because...,
For themes.,
Once collected.,
Which will we analyse for themes once analysed?,
"Has to be that way round, even though it's horrific because it is.",
And so that last sentence turns into the success of the pre-registration itself.,
We are measuring the success or not of being able to pre-register as the son as a...,
as a Boolean.,
"No, come on, we're computer scientists. Let's make one.",
It's specified before.,
"This is a bullion. It's true or false, right?",
"Yeah, yeah, yeah. Yeah, yeah, right.",
Let's offer some measures to the electrical engineers in the building with a voltage under.,
0.3 volts signifying...,
"No, hang on, I'm being trolley.",
"Yeah, yeah, it's not the other one, yeah, right.",
"So, or an average voltage of above 0.7, and anything in between will be...",
"...and define, and...",
...unsteady.,
"Hope that you've got error connection, ma'am.",
Oh.,
Why are we doing this?,
"Let's proceed. We are already... We are... No, we need to go back to the design.",
"Yeah, yeah, yeah, that's the almost.",
"In 14 minutes, I think we can do it today.",
"Hang on, let's have a quick look at the metadata. Oh, no.",
So design plan is the sort of thing we need to do.,
"Show example. We like the show example, but...",
"Oh, it's much shorter than I thought they were hoping.",
"they were hoping. Okay, so then we can answer this easy. It's the great sentence that Evese keeps saying to us",
that we don't really understand. Autofnographic observational study of the pre-registration process.,
I wouldn't believe this example fulfills the... What is asking?,
"No, but it's asking, it's asking it. It would really have.",
"high level, what is the method that you're applying?",
"Well, to be as detailed as is necessary given the specific priority design, well, I mean, it looks complex.",
"No, it's between subjects, right?",
"So you've got two groups, with one factor.",
One factor will be given large sugar by maths and four levels.,
One group is going to be given none.,
"One group is going to be given one gram, one group's going to be given 10 grand, one group is going",
"to give them 100 grams, and they're going to do a direct comparison between the groups.",
It tells you absolutely everything you need to know.,
Yeah.,
Except explain how the groups are going to be selected.,
"Yeah, for example.",
Randomized logs.,
"Well, it'll be the ones you get the one ground, ten ground.",
"Yeah, but it's specified randomized logs, repeated measures.",
Of the study designers attempting to pre-register the study and design.,
open science guidelines. Did we mention open science guidelines in any part of this?,
"Yeah, we did in the study information.",
But you can I forgot already what we are doing. That's that was two in the study information.,
"Yeah, we're doing an author of an order of attempt to do open science, let's do an auto-ethnographic study trying to do open science.",
And designing guidelines. In order to attempt to do to write guidelines for open science. I think that was the...,
"No, no, in the first part, in order to attempt to write guidelines to do open science.",
Oh!,
Right.,
"Guidelines to do open science, let's do an author.",
"Yeah, okay.",
I think it's worth saying to evase as the only person.,
"a vase is the only person who has a vague idea of what we actually are meant to be of doing,",
"that he really needs to turn up next week, or in two weeks time, that's bit he's not going to turn up.",
And what is the missing step here for the registration? Should we just inform our ways?,
"Right. It's right. And no, no, because I want to talk to a thing later.",
Should we ask a ways if he wants to take a look before we submit the presentation?,
"No, because I want him, because we should be recording him having a look at it",
and his comments that come back because that's part of the study.,
So he should be in here being recorded.,
It's not enough if he'd ask him to recall himself reacting to the...,
to the...,
"Yeah, and that's fine for me.",
I would just...,
You know what?,
Evace was the one who insisted that we do it like this.,
I kind of don't care that it's pets.,
"If he has to wait another week, I'd rather we did it like that",
"than we did it in person, but he's the one who wanted us to do it like this.",
Yeah.,
He should be here to do it.,
Yeah.,
"Otherwise, what's the point?",
Yeah.,
I'm learning.,
"Yeah, we're all learning.",
we could have done it a lot more cheaply by actually having,
"something worse, sorry?",
"Well, no, but I think, and like in fairness to it all,",
"I think actually the process, I think it is actually interesting",
"looking at how people do it and where they struggle, right?",
"And it will be, and it will make an interesting paper.",
"I think even just the fact that we now noticed to show example,",
It's so insane.,
"On a giant, what, enormous monitor of death,",
it took us two weeks to notice the show.,
"And even then, when we look at it, we got picky about it.",
It wasn't really helpful.,
"Well, that was kind of funny, right?",
"You aren't familiar with this, and you were like,",
"oh, this is completely unhelpful.",
"But I kind of went, no, this is helpful",
because that tells me exactly what you're expecting,
"in terms of it's a one-line answer,",
"is very succinct, what is the method?",
I think I'm happy to call it a day here before I turn inward on myself and die.,
"Yeah, and we tell a ways that he's expected in two weeks.",
Yeah.,
Do you want me to do that?,
"No, I am benevolent dictator.",
I will go shout at the prof.,
He's well used to me shouting at him.,
"I am grumpy and he can bat off me and if he does I will go and tell Roosa, who is the person who is doing this, that one of our members isn't taking part and isn't being a productive member of society.",
Which I believe is the correct process of following for doing this and is a reasonable way of doing it.,
I'm going to cut recording now.,
